func,samples,boundsType,a,b,time,result
2,512,5,1000,15,4.556000,211.427237
1,512,6,1000,15,4.337000,7.388582
2,512,6,1000,15,4.581000,37.372606
1,512,1,1000,150,4.331000,360.722026
2,512,1,1000,150,4.599000,12436.095416
1,512,2,1000,150,4.388000,75.750567
2,512,2,1000,150,4.606000,2784.653693
1,512,3,1000,150,4.356000,115.329381
2,512,3,1000,150,4.633000,2015.226202
1,512,4,1000,150,4.417000,25.672826
2,512,4,1000,150,4.629000,498.900116
1,512,5,1000,150,4.360000,40.307384
2,512,5,1000,150,4.662000,404.045894
1,512,6,1000,150,4.433000,12.645773
2,512,6,1000,150,4.584000,57.973435
1,512,1,1000,1500,4.358000,352.637740
2,512,1,1000,1500,4.581000,11574.990383
1,512,2,1000,1500,4.352000,512.289591
2,512,2,1000,1500,4.620000,16888.201162
1,512,3,1000,1500,4.366000,119.616831
2,512,3,1000,1500,3.570000,2060.256240
1,512,4,1000,1500,3.557000,147.772488
2,512,4,1000,1500,3.456000,2645.168760
1,512,5,1000,1500,3.854000,44.731462
2,512,5,1000,1500,3.351000,241.886840
1,512,6,1000,1500,3.428000,54.547240
2,512,6,1000,1500,3.319000,167.710054
1,1024,1,10,15,6.920000,0.497877
2,1024,1,10,15,5.107000,9.437756
1,1024,2,10,15,6.822000,0.620377
2,1024,2,10,15,5.336000,13.184701
1,1024,3,10,15,7.275000,0.786771
2,1024,3,10,15,5.134000,5.020879
1,1024,4,10,15,6.957000,0.986286
2,1024,4,10,15,5.274000,7.235754
1,1024,5,10,15,7.406000,1.279280
2,1024,5,10,15,6.691000,2.867234
1,1024,6,10,15,8.791000,1.378443
2,1024,6,10,15,6.924000,3.498168
1,1024,1,10,150,8.792000,0.497034
2,1024,1,10,150,6.901000,9.470935
1,1024,2,10,150,8.791000,3.011922
2,1024,2,10,150,9.154000,89.565464
1,1024,3,10,150,8.783000,0.786903
2,1024,3,10,150,6.881000,5.252095
1,1024,4,10,150,8.785000,4.680247
2,1024,4,10,150,9.151000,49.552346
1,1024,5,10,150,8.760000,1.284129
2,1024,5,10,150,6.899000,2.704369
1,1024,6,10,150,8.740000,2.436149
2,1024,6,10,150,7.154000,10.217933
1,1024,1,10,1500,7.078000,0.498417
2,1024,1,10,1500,6.028000,9.478334
1,1024,2,10,1500,8.105000,20.633756
2,1024,2,10,1500,7.418000,568.240780
1,1024,3,10,1500,7.205000,0.787237
2,1024,3,10,1500,5.204000,5.191055
1,1024,4,10,1500,6.915000,32.042160
2,1024,4,10,1500,6.968000,309.982930
1,1024,5,10,1500,6.986000,1.279548
2,1024,5,10,1500,4.913000,2.769987
1,1024,6,10,1500,7.096000,7.291274
2,1024,6,10,1500,7.028000,34.856170
1,1024,1,100,15,6.844000,9.647334
2,1024,1,100,15,6.747000,446.980881
1,1024,2,100,15,7.206000,2.696785
2,1024,2,100,15,7.025000,91.056428
1,1024,3,100,15,6.822000,5.512338
2,1024,3,100,15,6.763000,106.315334
1,1024,4,100,15,6.873000,1.620547
2,1024,4,100,15,7.102000,21.720677
1,1024,5,100,15,8.147000,3.582206
2,1024,5,100,15,9.266000,23.160300
1,1024,6,100,15,8.820000,2.205858
2,1024,6,100,15,9.335000,9.390033
1,1024,1,100,150,8.741000,9.629215
2,1024,1,100,150,9.300000,448.360532
1,1024,2,100,150,8.888000,13.456087
2,1024,2,100,150,9.226000,610.046043
1,1024,3,100,150,8.799000,5.647113
2,1024,3,100,150,9.262000,115.568693
1,1024,4,100,150,8.798000,7.938764
2,1024,4,100,150,9.563000,157.491829
1,1024,5,100,150,9.520000,3.625645
2,1024,5,100,150,10.011000,23.057793
1,1024,6,100,150,8.783000,4.153643
2,1024,6,100,150,9.717000,31.478704
1,1024,1,100,1500,8.873000,9.689964
2,1024,1,100,1500,8.930000,443.161805
1,1024,2,100,1500,8.956000,91.742553
2,1024,2,100,1500,9.315000,3916.190391
1,1024,3,100,1500,8.839000,5.762401
2,1024,3,100,1500,9.394000,104.953789
1,1024,4,100,1500,8.673000,53.230522
2,1024,4,100,1500,8.132000,980.702053
1,1024,5,100,1500,8.692000,3.480551
2,1024,5,100,1500,9.297000,26.610459
1,1024,6,100,1500,8.701000,13.175402
2,1024,6,100,1500,7.443000,137.419136
1,1024,1,1000,15,6.823000,434.396197
2,1024,1,1000,15,7.771000,18577.654486
1,1024,2,1000,15,6.828000,18.295019
2,1024,2,1000,15,7.167000,591.553081
1,1024,3,1000,15,6.952000,117.749560
2,1024,3,1000,15,6.594000,2197.787605
1,1024,4,1000,15,6.894000,4.982185
2,1024,4,1000,15,6.854000,67.130153
1,1024,5,1000,15,6.842000,26.650274
2,1024,5,1000,15,6.863000,416.462268
1,1024,6,1000,15,6.889000,6.531084
2,1024,6,1000,15,6.677000,36.743396
1,1024,1,1000,150,7.138000,442.386727
2,1024,1,1000,150,6.739000,19188.493492
1,1024,2,1000,150,6.865000,90.808567
2,1024,2,1000,150,7.742000,4131.841193
1,1024,3,1000,150,8.836000,120.562777
2,1024,3,1000,150,9.504000,2273.205760
1,1024,4,1000,150,9.169000,22.822118
2,1024,4,1000,150,7.093000,487.600471
1,1024,5,1000,150,8.268000,30.244536
2,1024,5,1000,150,8.366000,216.401938
1,1024,6,1000,150,7.288000,12.432285
2,1024,6,1000,150,6.647000,76.976550
