func,samples,boundsType,a,b,time,result
2,262144,1,1000,1500,4.383000,0.010822
1,262144,2,1000,1500,4.461000,1.533781
2,262144,2,1000,1500,4.250000,0.001270
1,262144,3,1000,1500,4.456000,3.106439
2,262144,3,1000,1500,4.219000,0.621276
1,262144,4,1000,1500,4.447000,3.095025
2,262144,4,1000,1500,4.271000,0.203826
1,262144,5,1000,1500,4.449000,6.150074
2,262144,5,1000,1500,4.262000,2.319006
1,262144,6,1000,1500,4.463000,6.096883
2,262144,6,1000,1500,4.277000,0.446213
1,1048576,1,10,15,18.374000,0.523471
2,1048576,1,10,15,7.411000,0.785142
1,1048576,2,10,15,18.328000,0.628862
2,1048576,2,10,15,7.372000,0.785107
1,1048576,3,10,15,17.869000,1.046943
2,1048576,3,10,15,7.343000,1.570499
1,1048576,4,10,15,17.830000,1.257725
2,1048576,4,10,15,7.132000,1.570532
1,1048576,5,10,15,17.904000,2.093883
2,1048576,5,10,15,7.445000,3.140836
1,1048576,6,10,15,18.736000,2.515444
2,1048576,6,10,15,7.380000,3.140958
1,1048576,1,10,150,18.097000,0.523471
2,1048576,1,10,150,8.041000,0.785142
1,1048576,2,10,150,18.410000,0.782991
2,1048576,2,10,150,18.492000,0.784282
1,1048576,3,10,150,17.915000,1.046943
2,1048576,3,10,150,7.126000,1.570499
1,1048576,4,10,150,18.571000,1.566001
2,1048576,4,10,150,17.827000,1.571077
1,1048576,5,10,150,17.821000,2.093883
2,1048576,5,10,150,7.337000,3.140836
1,1048576,6,10,150,17.829000,3.131962
2,1048576,6,10,150,17.482000,3.141888
1,1048576,1,10,1500,18.202000,0.523471
2,1048576,1,10,1500,13.686000,0.785142
1,1048576,2,10,1500,22.211000,0.785132
2,1048576,2,10,1500,17.747000,0.774497
1,1048576,3,10,1500,17.870000,1.046943
2,1048576,3,10,1500,7.096000,1.570499
1,1048576,4,10,1500,18.206000,1.570446
2,1048576,4,10,1500,18.353000,1.567873
1,1048576,5,10,1500,18.184000,2.093883
2,1048576,5,10,1500,7.376000,3.140836
1,1048576,6,10,1500,17.800000,3.140713
2,1048576,6,10,1500,17.513000,3.160705
1,1048576,1,100,15,17.787000,1.429554
2,1048576,1,100,15,18.047000,0.784143
1,1048576,2,100,15,18.046000,0.975148
2,1048576,2,100,15,16.646000,0.784495
1,1048576,3,100,15,18.216000,2.859303
2,1048576,3,100,15,18.389000,1.571144
1,1048576,4,100,15,18.370000,1.950312
2,1048576,4,100,15,17.137000,1.569615
1,1048576,5,100,15,20.478000,5.718512
2,1048576,5,100,15,20.484000,3.150832
1,1048576,6,100,15,17.781000,3.900592
2,1048576,6,100,15,17.349000,3.141631
1,1048576,1,100,150,18.002000,1.429554
2,1048576,1,100,150,18.391000,0.784143
1,1048576,2,100,150,18.201000,1.450562
2,1048576,2,100,150,17.823000,0.780292
1,1048576,3,100,150,18.295000,2.859303
2,1048576,3,100,150,18.177000,1.571144
1,1048576,4,100,150,17.998000,2.901421
2,1048576,4,100,150,18.007000,1.577620
1,1048576,5,100,150,17.806000,5.718512
2,1048576,5,100,150,18.527000,3.150832
1,1048576,6,100,150,17.801000,5.802763
2,1048576,6,100,150,19.077000,3.153233
1,1048576,1,100,1500,17.909000,1.429554
2,1048576,1,100,1500,18.395000,0.784143
1,1048576,2,100,1500,17.994000,1.469568
2,1048576,2,100,1500,17.494000,0.751992
1,1048576,3,100,1500,24.000000,2.859303
2,1048576,3,100,1500,24.485000,1.571144
1,1048576,4,100,1500,26.928000,2.941863
2,1048576,4,100,1500,23.129000,1.629046
1,1048576,5,100,1500,27.049000,5.718512
2,1048576,5,100,1500,24.680000,3.150832
1,1048576,6,100,1500,27.940000,5.883078
2,1048576,6,100,1500,23.971000,2.972149
1,1048576,1,1000,15,27.843000,1.553492
2,1048576,1,1000,15,22.456000,0.391384
