func,samples,boundsType,a,b,time,result
2,1888,3,100,150,48.835933,1.570796
1,1888,4,100,150,57.686133,1.570796
2,1888,4,100,150,49.915000,1.570796
1,1888,5,100,150,56.965500,3.141593
2,1888,5,100,150,49.096833,3.141593
1,1888,6,100,150,58.133467,3.141593
2,1888,6,100,150,49.445567,3.141593
1,1920,1,100,150,59.482900,0.785398
2,1920,1,100,150,50.257500,0.785398
1,1920,2,100,150,59.818767,0.785398
2,1920,2,100,150,50.786167,0.785398
1,1920,3,100,150,60.011267,1.570796
2,1920,3,100,150,50.459800,1.570796
1,1920,4,100,150,60.656633,1.570796
2,1920,4,100,150,50.617367,1.570796
1,1920,5,100,150,59.908067,3.141593
2,1920,5,100,150,51.886733,3.141593
1,1920,6,100,150,59.948600,3.141593
2,1920,6,100,150,51.394700,3.141593
1,1952,1,100,150,61.183333,0.785398
2,1952,1,100,150,53.282700,0.785398
1,1952,2,100,150,62.122467,0.785398
2,1952,2,100,150,51.788800,0.785398
1,1952,3,100,150,61.978900,1.570796
2,1952,3,100,150,52.258300,1.570796
1,1952,4,100,150,62.847533,1.570796
2,1952,4,100,150,53.124633,1.570796
1,1952,5,100,150,61.583267,3.141593
2,1952,5,100,150,52.210800,3.141593
1,1952,6,100,150,62.077033,3.141593
2,1952,6,100,150,53.373133,3.141593
1,1984,1,100,150,65.046067,0.785398
2,1984,1,100,150,54.409067,0.785398
1,1984,2,100,150,62.998933,0.785398
2,1984,2,100,150,53.776533,0.785398
1,1984,3,100,150,64.518367,1.570796
2,1984,3,100,150,53.926167,1.570796
1,1984,4,100,150,64.196267,1.570796
2,1984,4,100,150,54.800933,1.570796
1,1984,5,100,150,62.627867,3.141593
2,1984,5,100,150,53.173900,3.141593
1,1984,6,100,150,63.757367,3.141593
2,1984,6,100,150,53.918233,3.141593
1,2016,1,100,150,66.264633,0.785398
2,2016,1,100,150,55.486500,0.785398
1,2016,2,100,150,64.500967,0.785398
2,2016,2,100,150,54.108033,0.785398
1,2016,3,100,150,66.357667,1.570796
2,2016,3,100,150,57.574133,1.570796
1,2016,4,100,150,64.797700,1.570796
2,2016,4,100,150,55.599433,1.570796
1,2016,5,100,150,65.558067,3.141593
2,2016,5,100,150,56.664267,3.141593
1,2016,6,100,150,66.194967,3.141593
2,2016,6,100,150,54.358033,3.141593
1,2048,1,100,150,68.199167,0.785398
2,2048,1,100,150,55.893300,0.785398
1,2048,2,100,150,68.413600,0.785398
2,2048,2,100,150,59.953800,0.785398
1,2048,3,100,150,67.844200,1.570796
2,2048,3,100,150,57.981933,1.570796
1,2048,4,100,150,67.224600,1.570796
2,2048,4,100,150,58.419700,1.570796
1,2048,5,100,150,67.490467,3.141593
2,2048,5,100,150,58.325233,3.141593
1,2048,6,100,150,69.205767,3.141593
2,2048,6,100,150,58.026300,3.141593
