func,samples,boundsType,a,b,time,result
2,2048,3,100,1500,0.000000,0.964537
1,2048,4,100,1500,0.000000,3.257936
2,2048,4,100,1500,0.000000,0.000000
1,2048,5,100,1500,0.000000,5.697989
2,2048,5,100,1500,0.000000,3.750945
1,2048,6,100,1500,0.000000,5.218633
2,2048,6,100,1500,0.000000,0.000000
1,2048,1,1000,15,0.000000,0.949800
2,2048,1,1000,15,0.000000,0.000000
1,2048,2,1000,15,1.000000,0.968692
2,2048,2,1000,15,0.000000,0.000004
1,2048,3,1000,15,0.000000,2.423393
2,2048,3,1000,15,0.000000,0.000000
1,2048,4,1000,15,0.000000,1.997315
2,2048,4,1000,15,0.000000,0.308088
1,2048,5,1000,15,0.000000,6.508559
2,2048,5,1000,15,0.000000,0.000000
1,2048,6,1000,15,0.000000,3.835767
2,2048,6,1000,15,0.000000,0.000951
1,2048,1,1000,150,0.000000,0.949800
2,2048,1,1000,150,0.000000,0.000000
1,2048,2,1000,150,0.000000,1.244849
2,2048,2,1000,150,0.000000,0.000000
1,2048,3,1000,150,0.000000,2.423393
2,2048,3,1000,150,0.000000,0.000000
1,2048,4,1000,150,1.000000,3.380444
2,2048,4,1000,150,0.000000,0.019242
1,2048,5,1000,150,0.000000,6.508559
2,2048,5,1000,150,0.000000,0.000000
1,2048,6,1000,150,0.000000,6.013142
2,2048,6,1000,150,0.000000,0.000000
1,2048,1,1000,1500,0.000000,0.949800
2,2048,1,1000,1500,0.000000,0.000000
1,2048,2,1000,1500,0.000000,0.791817
2,2048,2,1000,1500,0.000000,0.000000
1,2048,3,1000,1500,0.000000,2.423393
2,2048,3,1000,1500,0.000000,0.000000
1,2048,4,1000,1500,0.000000,1.652970
2,2048,4,1000,1500,0.000000,0.000000
1,2048,5,1000,1500,0.000000,6.508559
2,2048,5,1000,1500,0.000000,0.000000
1,2048,6,1000,1500,1.000000,7.221095
2,2048,6,1000,1500,0.000000,0.000000
