func,samples,boundsType,a,b,time,result
1,2048,3,1000,150,13.662000,113.885787
2,2048,3,1000,150,15.428000,2109.924774
1,2048,4,1000,150,13.686000,23.550919
2,2048,4,1000,150,15.198000,488.856578
1,2048,5,1000,150,13.997000,29.082472
2,2048,5,1000,150,15.871000,232.824074
1,2048,6,1000,150,13.698000,11.697513
2,2048,6,1000,150,15.211000,109.122741
1,2048,1,1000,1500,13.683000,460.470009
2,2048,1,1000,1500,15.065000,20659.140311
1,2048,2,1000,1500,13.686000,652.678539
2,2048,2,1000,1500,16.189000,29821.100341
1,2048,3,1000,1500,17.348000,113.279576
2,2048,3,1000,1500,18.449000,2183.301238
1,2048,4,1000,1500,17.491000,153.146385
2,2048,4,1000,1500,17.430000,3025.225331
1,2048,5,1000,1500,13.940000,29.663808
2,2048,5,1000,1500,15.414000,256.831275
1,2048,6,1000,1500,13.793000,37.424633
2,2048,6,1000,1500,15.172000,162.426783
